article_id,article_version,icd10_covered_group,"paragraph",last_updated,"icd10_covered_ast"
59491,7,79,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>88358, 88364, 88365, 88366, 88367, 88368, 88369, 88373, 88374, and 88377.</strong></span></p></p>",2023-07-21 14:46:43.120000000,"<p>*<strong>Note</strong>: Use ICD-10 codes C40.01, C40.02, C40.11, C40.12, C40.21, C40.22, C40.31, C40.32, C40.81, C40.82, C41.0, C41.1, C41.2, C41.3 or C41.4 for Bone Cancer Ewing Sarcoma.</p>
<p>*<strong>Note</strong>: Use ICD-10 codes C47.0, C47.11, C47.12, C47.21, C47.22, C47.3, C47.4, C47.5, C47.8, C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma.</p>
<p>*<strong>Note</strong>: Use ICD-10 codes C82.61-C82.69 or C83.81-C83.89 for Primary Cutaneous B-Cell Lymphomas.</p>
<p>*<strong>Note</strong>: Use ICD-10 codes C83.31-C83.39, C83.71-C83.79, C83.81-C83.89 or C85.81-C85.89 for AIDS-Related B-Cell Lymphomas.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C83.31-C83.39 for High Grade B-Cell Lymphoma and for Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma - Histologic Transformation (Richter's) to Diffuse Large B-cell Lymphoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C84.41-C84.49, C84.61-C84.69, C84.71-C84.79, C84.7A, C86.2, or C86.5 for Peripheral T-Cell Lymphomas.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C84.Z7, C84.Z9 or C86.0 for Extranodal NK/T-Cell Lymphomas.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C85.81-C85.86 or C85.88 for Nodal Marginal Zone Lymphoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C85.87 for Splenic Marginal Zone Lymphoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C86.4 for Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C91.Z0 or C91.Z2 for T-Cell Large Granular Lymphocytic Leukemia.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C94.80, C94.82 or C96.Z for Myeloid/Lymphoid Neoplasms with Eosinophilia and Tyrosine Kinase Fusion Genes.</p>
<p><strong>*Note</strong>: Use ICD-10 code D76.3 for Erdheim-Chester Disease or Rosai-Dorfman Disease.</p>"
59498,6,1,"",2025-08-20 17:42:34.147000000,""
59505,5,1,"<p>N/A</p>",2024-08-02 11:56:44.547000000,""
59507,5,1,"<p>N/A</p>",2024-08-02 11:57:21.637000000,""
59509,4,1,"<p>N/A</p>",2024-06-07 12:35:20.657000000,""
59511,4,1,"<p>N/A</p>",2024-06-07 12:38:07.427000000,""
59513,4,1,"<p>N/A</p>",2024-08-01 12:27:55.377000000,""
59515,4,1,"<p>N/A</p>",2024-08-01 12:29:11.600000000,""
59521,11,1,"<p><p style=""text-align: left;"">&nbsp;</p>
<p style=""text-align: left;"">&nbsp;</p></p>",2025-01-02 13:12:48.783000000,""
59529,10,1,"<p><p style=""text-align: left;"">&nbsp;</p>
<p style=""text-align: left;"">&nbsp;</p></p>",2025-08-01 00:24:30.980000000,""
59536,7,1,"",2025-01-23 20:22:48.900000000,""
59549,3,1,"",2024-07-24 13:43:50.433000000,""
59551,3,1,"",2024-07-24 13:55:15.887000000,""
59553,11,1,"",2026-01-22 20:10:15.847000000,""
59560,3,1,"",2024-06-05 12:00:51.277000000,""
59561,3,1,"<p>Note: Diagnosis codes must be coded to the highest level of specificity.</p>
<p><strong><strong>J3489 Zoledronic acid</strong></strong></p>
<p><strong>To report low bone mass for procedure code J3489 use diagnosis code M81.0 - Age-related osteoporosis without current pathological fracture. For codes in the table below that require a 7th character, letter A initial encounter for fracture, D subsequent encounter for fracture with routine healing, G subsequent encounter for fracture with delayed healing, K for subsequent encounter for fracture with nonunion, P for subsequent encounter for fracture with malunion, or S sequela may be used.</strong></p>
<p><strong>For C79.51, C79.52, see Documentation Requirements L34648 Bisphosphonate Drug Therapy.</strong></p>
<p><strong>For M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9 or M94.9, additional codes C50.011-C50.922 OR Z85.3, and Z79.810 OR Z79.811 must also be reported when the drug is used for treatment of bone loss in women or men receiving adjuvant selective estrogen receptor modulators OR aromatase inhibitor therapy for breast cancer.</strong></p>
<p><strong>For M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9 or M94.9, additional codes C61 OR Z85.46 and Z79.899 must also be reported when the drug is used for treatment of bone loss in men receiving androgen deprivation therapy for prostate cancer.</strong></p>
<p><strong>When billing for osteopenia, ICD-10 codes M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9, or M94.9 should be used.</strong></p>",2023-09-19 20:27:06.127000000,""
59561,3,2,"<p><strong>J2430 Pamidronate disodium</strong></p>
<p><strong>For C79.51 and C79.52, see Documentation Requirements L34648 Bisphosphonate Drug Therapy.</strong></p>
<p><strong>For M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9 or M94.9, additional codes C50-011-C50.922 OR Z85.3, and Z79.810 OR Z79.811 must also be reported when the drug is used for treatment of bone loss in women or men receiving adjuvant selective estrogen receptor modulators OR aromatase inhibitor therapy for breast cancer.</strong></p>
<p><strong>For M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9 or M94.9, additional codes C61 OR Z85.46 and Z79.899 must also be reported when the drug is used for treatment of bone loss in men receiving androgen deprivation therapy for prostate cancer.</strong></p>
<p><strong>When billing for osteopenia, ICD-10 codes M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9, or M94.9 should be used.</strong></p>",2023-09-19 20:27:06.767000000,""
59561,3,3,"<p><strong>J1740 Ibandronate sodium</strong></p>
<p><strong>For codes in the table below that require a 7th character, letter A initial encounter for fracture, D subsequent encounter for fracture with routine healing, G subsequent encounter for fracture with delayed healing, K for subsequent encounter for fracture with nonunion, P for subsequent encounter for fracture with malunion, or S sequela may be used.</strong></p>
<p><strong>For C79.51 and C79.52, see Documentation Requirements L34648 Bisphosphonate Drug Therapy.</strong></p>
<p><strong>When billing for osteopenia, ICD-10 codes M85.80, M85.811, M85.812, M85.821, M85.822, M85.831, M85.832, M85.841, M85.842, M85.851, M85.852, M85.861, M85.862, M85.871, M85.872, M89.9, or M94.9 should be used.</strong></p>",2023-09-19 20:27:07.063000000,""
59595,3,1,"<p>The Type 2 diabetes (T2D) ICD-10-CM code in Group1 below must be submitted with one ICD-10-CM code that indicates early-stage chronic kidney disease (CKD)&nbsp; (stages 1-3b) in Group 2.&nbsp;</p>",2024-06-03 11:31:32.487000000,""
59595,3,2,"",2024-06-03 11:31:32.550000000,""
59608,30,1,"",2025-03-03 16:55:24.387000000,""
59624,17,1,"",2025-09-04 18:53:04.100000000,""
59632,19,1,"",2025-01-17 17:37:03.060000000,""
59634,8,1,"",2025-01-13 15:19:21.950000000,""
59636,31,1,"",2026-01-12 15:44:39.453000000,""
59641,31,1,"<p>N/A</p>",2026-01-13 15:39:04.120000000,""
59642,31,1,"<p>N/A</p>",2026-01-13 15:39:43.707000000,""
59646,17,1,"",2026-01-12 13:15:38.040000000,""
59649,27,1,"<p>N/A</p>",2026-01-22 16:23:05.160000000,""
59654,4,1,"<p>N/A</p>",2024-05-21 14:17:38.893000000,""
59657,9,1,"<p>Cardiogenic shock ICD-10-CM code R57.0, or severe decompensated heart failure with threatening multi-organ failure and using an FDA approved device, represented by one of the following ICD-10-CM codes.</p>",2025-07-17 23:00:56.263000000,""
59657,9,2,"<p>The following diagnosis codes are covered for artificial heart devices.</p>",2025-07-17 23:00:56.380000000,""
59661,2,1,"",2024-01-16 18:29:07.237000000,""
59664,13,1,"",2025-01-24 14:21:06.893000000,""
59668,25,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 22548, 22551, 22552, 22554, 22590, 22595, and 22600.</strong></p>",2025-01-17 15:11:30.800000000,""
59672,5,1,"<p><span style=""line-height: 115%; background: white;"">The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the determination.</span></p>",2024-12-23 14:10:47.187000000,""
59674,15,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 22548, 22551, 22552, 22554, 22590, 22595, and 22600.</strong></p>",2025-01-17 15:12:15.557000000,""
59678,4,1,"",2024-02-22 19:17:29.463000000,""
59680,3,1,"<p>The presence of an ICD-10 code listed in this section is not sufficient by itself to assure coverage. Refer to the LCD section on &ldquo;<strong>Coverage Indications, Limitations, and/or Medical Necessity</strong>&rdquo; for other coverage criteria and payment information.</p>",2024-02-16 18:32:52.780000000,""
59682,4,1,"<p><span style=""line-height: 115%; background: white;"">The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the determination.</span></p>",2024-12-27 21:50:19.317000000,""
59685,4,1,"<p>N/A</p>",2024-02-23 14:22:38.820000000,""
59687,5,1,"<p>N/A</p>",2024-02-23 14:23:18.207000000,""
59695,12,1,"<p><span style=""line-height: 115%; background: white;"">The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in the determination.</span></p>",2025-12-23 11:46:35.407000000,""
59698,3,1,"",2024-02-22 21:28:43.403000000,""
59700,2,1,"",2024-02-28 13:08:05.160000000,""
59707,10,1,"<p>&#160;</p>
<p><strong>For Achalasia (CPT code 43201, 43236)</strong></p>",2026-01-16 12:14:13.123000000,""
59707,10,2,"<p>&#160;</p>
<p><strong>For Anal Fissure (CPT code 46505)</strong></p>",2026-01-16 12:14:13.133000000,""
59707,10,3,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Blepharospasm (CPT code 64612, 64616)</strong></p></p>",2026-01-16 12:14:13.210000000,""
59707,10,4,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Blepharospasm with Orofacial dystonia (CPT code 64612)</strong></p></p>",2026-01-16 12:14:13.217000000,""
59707,10,5,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Cervical Dystonia (CPT code 64616, 76942)</strong></p></p>",2026-01-16 12:14:13.230000000,""
59707,10,6,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Chronic Migraine (CPT code 64615)</strong></p></p>",2026-01-16 12:14:13.270000000,""
59707,10,7,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Focal Hand Dystonia (CPT code 64642)</strong></p>
<p style=""line-height: normal;"">&#160;</p></p>",2026-01-16 12:14:13.287000000,""
59707,10,8,"<p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Hyperhidrosis (CPT code 64650, 64653)</strong></p>",2026-01-16 12:14:13.293000000,""
59707,10,9,"<p>&#160;</p>
<p><strong>For Neurogenic Bladder (CPT code 52287)</strong></p>",2026-01-16 12:14:13.320000000,""
59707,10,10,"<p>&#160;</p>
<p><strong>For Overactive Bladder/Urinary Incontinence (CPT code 52287)</strong></p>",2026-01-16 12:14:13.337000000,""
59707,10,11,"<p>&#160;</p>
<p><strong>For Interstitial Cystitis/ Bladder Pain Syndrome (CPT code 52287)</strong></p>
<p style=""line-height: normal;"">&#160;</p>",2026-01-16 12:14:13.353000000,""
59707,10,12,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For </strong><strong>Hemifacial spasm/Facial dystonia </strong><strong>(CPT code 64612)</strong></p></p>",2026-01-16 12:14:13.363000000,""
59707,10,13,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Spastic Entropion (CPT code 64612)</strong></p></p>",2026-01-16 12:14:13.383000000,""
59707,10,14,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Spastic Hemiplegia (CPT code 64612)</strong></p></p>",2026-01-16 12:14:13.407000000,""
59707,10,15,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For</strong> <strong>Paralytic ptosis</strong> <strong>(CPT code 64612)</strong></p>
<p style=""line-height: normal;"">The following ICD-10-CM codes below in Group 15 may be reviewed for Medical Necessity.</p></p>",2026-01-16 12:14:13.420000000,""
59707,10,16,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Sialorrhea (CPT code 64611)</strong></p></p>",2026-01-16 12:14:13.437000000,""
59707,10,17,"<p><p style=""line-height: normal;"">&#160;</p>
<p style=""line-height: normal;""><strong>For Strabismus (CPT code 67345)</strong></p></p>",2026-01-16 12:14:13.443000000,""
59707,10,18,"<p>&#160;</p>
<p><strong>For upper and lower limb spasticity (CPT codes 64642, 64643, 64644, 64645, 64646, 64647,<span style=""line-height: 107%;"">76942</span>)</strong></p>",2026-01-16 12:14:13.643000000,""
59713,5,1,"<p>&nbsp;</p>
<p><strong>For Achalasia (CPT<sup>&reg;</sup> code 43201, 43236)</strong></p>",2024-05-20 14:00:20.623000000,""
59713,5,2,"<p>&nbsp;</p>
<p><strong>For Anal Fissure (CPT<sup>&reg;</sup> code 46505)</strong></p>",2024-05-20 14:00:20.633000000,""
59713,5,3,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For Blepharospasm (CPT<sup>&reg;</sup> code 64612, 64616)</strong></p></p>",2024-05-20 14:00:20.653000000,""
59713,5,4,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For Blepharospasm with Orofacial Dystonia (CPT<sup>&reg;</sup> code 64612)</strong></p></p>",2024-05-20 14:00:20.663000000,""
59713,5,5,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For Cervical Dystonia (CPT<sup>&reg;</sup> code 64616)</strong></p></p>",2024-05-20 14:00:20.680000000,""
59713,5,6,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For Chronic Migraine (CPT<sup>&reg;</sup> code 64615)</strong></p></p>",2024-05-20 14:00:20.703000000,""
59713,5,7,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For Focal Hand Dystonia (CPT<sup>&reg;</sup> code 64642)</strong></p>
<p style=""line-height: normal;"">&nbsp;</p></p>",2024-05-20 14:00:20.813000000,""
59713,5,8,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For Hyperhidrosis (CPT<sup>&reg;</sup> code 64653, 64654)</strong></p></p>",2024-05-20 14:00:20.820000000,""
59713,5,9,"<p>&nbsp;</p>
<p><strong>For Neurogenic Bladder (CPT<sup>&reg;</sup> code 52287)</strong></p>",2024-05-20 14:00:20.843000000,""
59713,5,10,"<p>&nbsp;</p>
<p><strong>For Overactive Bladder/Urinary Incontinence (CPT<sup>&reg;</sup> code 52287)</strong></p>",2024-05-20 14:00:20.860000000,""
59713,5,11,"<p>&nbsp;</p>
<p><strong>For Interstitial Cystitis/Bladder Pain Syndrome (CPT<sup>&reg;</sup> code 52287)</strong></p>
<p style=""line-height: normal;"">&nbsp;</p>",2024-05-20 14:00:20.890000000,""
59713,5,12,"<p><p style=""line-height: normal;"">&nbsp;</p>
<p style=""line-height: normal;""><strong>For </strong><strong>Hemifacial Spasm/Facial Dystonia </strong><strong>(CPT<sup>&reg;</sup> code 64612)</strong></p></p>",2024-05-20 14:00:20.903000000,""
